Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
20,No,Travel_Rarely,654,Sales,21,Bachelor’s Degree,Marketing,High Satisfaction,Male,43,Very High Involvement,Entry Level,Sales Representative,Very High Satisfaction,Single,2678,5050,1,No,17,Excellent Performance,Very High Satisfaction,0,2,2,Better Balance,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,Master’s Degree,Technical Degree,Very High Satisfaction,Male,60,High Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Divorced,7379,17433,2,No,11,Excellent Performance,High Satisfaction,1,12,3,Good Balance,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,Doctorate,Medical,Very High Satisfaction,Male,79,Very High Involvement,Junior Level,Human Resources,Low Satisfaction,Married,6272,12858,7,No,16,Excellent Performance,Low Satisfaction,1,10,3,Excellent Balance,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,Master’s Degree,Marketing,Moderate Satisfaction,Male,52,Very High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,5220,10893,0,Yes,18,Excellent Performance,Moderate Satisfaction,1,12,3,Better Balance,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,Bachelor’s Degree,Other,High Satisfaction,Female,77,Moderate Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Married,2743,7331,1,No,20,Outstanding Performance,High Satisfaction,1,2,2,Better Balance,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,College Graduate,Life Sciences,Very High Satisfaction,Female,38,High Involvement,Junior Level,Research Scientist,High Satisfaction,Single,4998,2338,4,Yes,14,Excellent Performance,Very High Satisfaction,0,10,2,Better Balance,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,Bachelor’s Degree,Technical Degree,High Satisfaction,Female,77,Low Involvement,Mid Level,Manufacturing Director,Low Satisfaction,Divorced,10252,4235,2,Yes,21,Outstanding Performance,High Satisfaction,1,17,2,Better Balance,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,Bachelor’s Degree,Medical,Low Satisfaction,Male,60,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2781,6311,0,No,13,Excellent Performance,Moderate Satisfaction,1,15,5,Better Balance,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,Bachelor’s Degree,Technical Degree,Moderate Satisfaction,Female,84,Moderate Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Divorced,6852,11591,7,No,12,Excellent Performance,Moderate Satisfaction,1,7,2,Excellent Balance,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,Master’s Degree,Life Sciences,High Satisfaction,Male,57,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,4950,20623,0,No,14,Excellent Performance,Moderate Satisfaction,0,5,4,Better Balance,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,Bachelor’s Degree,Medical,Very High Satisfaction,Male,63,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,3579,9369,0,Yes,21,Outstanding Performance,Low Satisfaction,1,12,2,Better Balance,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,Doctorate,Medical,Low Satisfaction,Female,60,High Involvement,Mid Level,Research Director,Low Satisfaction,Married,13191,23281,3,Yes,17,Excellent Performance,High Satisfaction,0,20,6,Better Balance,1,0,0,0
35,No,Non-Travel,1212,Sales,8,College Graduate,Marketing,High Satisfaction,Female,78,Moderate Involvement,Mid Level,Sales Executive,Very High Satisfaction,Married,10377,13755,4,Yes,11,Excellent Performance,Moderate Satisfaction,1,16,6,Good Balance,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,42,High Involvement,Entry Level,Research Scientist,Low Satisfaction,Married,2235,14377,1,Yes,14,Excellent Performance,Very High Satisfaction,2,9,3,Good Balance,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,Master’s Degree,Life Sciences,Very High Satisfaction,Female,53,High Involvement,Mid Level,Manufacturing Director,High Satisfaction,Divorced,10502,9659,7,No,17,Excellent Performance,Low Satisfaction,1,33,2,Poor Balance,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,High School or Below,Life Sciences,Low Satisfaction,Female,72,Very High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2011,19982,1,No,13,Excellent Performance,Very High Satisfaction,1,10,5,Better Balance,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,Bachelor’s Degree,Medical,Low Satisfaction,Female,96,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Single,1859,6148,1,Yes,25,Outstanding Performance,Moderate Satisfaction,0,1,2,Excellent Balance,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,Bachelor’s Degree,Life Sciences,Low Satisfaction,Female,97,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Divorced,3760,5598,1,No,15,Excellent Performance,Low Satisfaction,3,3,5,Better Balance,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,85,High Involvement,Senior Level,Research Director,Very High Satisfaction,Married,17779,23474,3,No,14,Excellent Performance,Low Satisfaction,0,36,2,Better Balance,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11,College Graduate,Medical,High Satisfaction,Male,80,High Involvement,Junior Level,Healthcare Representative,Low Satisfaction,Married,6833,17089,1,Yes,12,Excellent Performance,Very High Satisfaction,0,6,2,Good Balance,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,Bachelor’s Degree,Medical,High Satisfaction,Female,96,Moderate Involvement,Junior Level,Healthcare Representative,Low Satisfaction,Single,6812,17198,1,No,19,Excellent Performance,Moderate Satisfaction,0,10,2,Better Balance,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,48,Moderate Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,5171,16490,5,No,17,Excellent Performance,Very High Satisfaction,0,13,2,Better Balance,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,96,Low Involvement,Executive Level,Research Director,Very High Satisfaction,Married,19740,18625,3,No,14,Excellent Performance,Moderate Satisfaction,1,25,2,Better Balance,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4,College Graduate,Medical,Low Satisfaction,Male,85,Moderate Involvement,Executive Level,Manager,High Satisfaction,Married,18711,12124,2,No,13,Excellent Performance,High Satisfaction,1,23,2,Excellent Balance,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3,Bachelor’s Degree,Technical Degree,High Satisfaction,Male,46,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,3692,9256,1,No,12,Excellent Performance,High Satisfaction,0,12,2,Good Balance,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,College Graduate,Technical Degree,Very High Satisfaction,Male,76,Very High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Single,2559,16620,5,No,11,Excellent Performance,High Satisfaction,0,7,4,Good Balance,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,College Graduate,Life Sciences,Low Satisfaction,Male,76,High Involvement,Entry Level,Research Scientist,High Satisfaction,Divorced,2517,3208,1,No,11,Excellent Performance,Moderate Satisfaction,3,5,2,Better Balance,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,82,High Involvement,Junior Level,Healthcare Representative,Very High Satisfaction,Divorced,6623,4204,1,Yes,11,Excellent Performance,Moderate Satisfaction,2,6,2,Better Balance,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,1,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,76,Moderate Involvement,Executive Level,Research Director,Very High Satisfaction,Single,18265,8733,6,No,12,Excellent Performance,High Satisfaction,0,25,3,Excellent Balance,1,0,0,0
29,No,Travel_Rarely,694,Research & Development,1,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Female,87,Moderate Involvement,Senior Level,Research Director,Very High Satisfaction,Divorced,16124,3423,3,No,14,Excellent Performance,Moderate Satisfaction,2,9,2,Good Balance,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,20,Bachelor’s Degree,Technical Degree,High Satisfaction,Female,89,Very High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,2585,21643,0,No,17,Excellent Performance,Very High Satisfaction,0,2,5,Good Balance,1,0,0,0
44,No,Travel_Rarely,1099,Sales,5,Bachelor’s Degree,Marketing,Moderate Satisfaction,Male,88,High Involvement,Executive Level,Manager,Moderate Satisfaction,Married,18213,8751,7,No,11,Excellent Performance,High Satisfaction,1,26,5,Better Balance,22,9,3,10
33,No,Travel_Rarely,536,Sales,10,Doctorate,Marketing,Very High Satisfaction,Male,82,Very High Involvement,Mid Level,Sales Executive,High Satisfaction,Divorced,8380,21708,0,Yes,14,Excellent Performance,Very High Satisfaction,2,10,3,Better Balance,9,8,0,8
19,No,Travel_Rarely,265,Research & Development,25,Bachelor’s Degree,Life Sciences,Moderate Satisfaction,Female,57,Very High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,2994,21221,1,Yes,12,Excellent Performance,Very High Satisfaction,0,1,2,Better Balance,1,0,0,1
23,No,Travel_Rarely,373,Research & Development,1,College Graduate,Life Sciences,Very High Satisfaction,Male,47,High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,1223,16901,1,No,22,Outstanding Performance,Very High Satisfaction,1,1,2,Better Balance,1,0,0,1
25,Yes,Travel_Frequently,599,Sales,24,High School or Below,Life Sciences,High Satisfaction,Male,73,Low Involvement,Entry Level,Sales Representative,Very High Satisfaction,Single,1118,8040,1,Yes,14,Excellent Performance,Very High Satisfaction,0,1,4,Better Balance,1,0,1,0
26,No,Travel_Rarely,583,Research & Development,4,College Graduate,Life Sciences,High Satisfaction,Male,53,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,2875,9973,1,Yes,20,Outstanding Performance,Moderate Satisfaction,0,8,2,Good Balance,8,5,2,2
45,Yes,Travel_Rarely,1449,Sales,2,Bachelor’s Degree,Marketing,Low Satisfaction,Female,94,Low Involvement,Executive Level,Manager,Moderate Satisfaction,Single,18824,2493,2,Yes,16,Excellent Performance,Low Satisfaction,0,26,2,Better Balance,24,10,1,11
55,No,Non-Travel,177,Research & Development,8,High School or Below,Medical,Very High Satisfaction,Male,37,Moderate Involvement,Senior Level,Healthcare Representative,Moderate Satisfaction,Divorced,13577,25592,1,Yes,15,Excellent Performance,Very High Satisfaction,1,34,3,Better Balance,33,9,15,0
21,Yes,Travel_Frequently,251,Research & Development,10,College Graduate,Life Sciences,Low Satisfaction,Female,45,Moderate Involvement,Entry Level,Laboratory Technician,High Satisfaction,Single,2625,25308,1,No,20,Outstanding Performance,High Satisfaction,0,2,2,Poor Balance,2,2,2,2
46,No,Travel_Rarely,168,Sales,4,College Graduate,Marketing,Very High Satisfaction,Female,33,Moderate Involvement,Executive Level,Manager,Moderate Satisfaction,Married,18789,9946,2,No,14,Excellent Performance,High Satisfaction,1,26,2,Better Balance,11,4,0,8
34,No,Travel_Rarely,131,Sales,2,Bachelor’s Degree,Marketing,High Satisfaction,Female,86,High Involvement,Junior Level,Sales Executive,Low Satisfaction,Single,4538,6039,0,Yes,12,Excellent Performance,Very High Satisfaction,0,4,3,Better Balance,3,2,0,2
51,No,Travel_Frequently,237,Sales,9,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,83,High Involvement,Executive Level,Manager,Moderate Satisfaction,Divorced,19847,19196,4,Yes,24,Outstanding Performance,Low Satisfaction,1,31,5,Good Balance,29,10,11,10
59,No,Travel_Rarely,1429,Research & Development,18,Master’s Degree,Medical,Very High Satisfaction,Male,67,High Involvement,Mid Level,Manufacturing Director,Very High Satisfaction,Single,10512,20002,6,No,12,Excellent Performance,Very High Satisfaction,0,25,6,Good Balance,9,7,5,4
34,No,Travel_Frequently,135,Research & Development,19,Bachelor’s Degree,Medical,High Satisfaction,Female,46,High Involvement,Junior Level,Laboratory Technician,Moderate Satisfaction,Divorced,4444,22534,4,No,13,Excellent Performance,High Satisfaction,2,15,2,Excellent Balance,11,8,5,10
28,No,Travel_Frequently,791,Research & Development,1,Master’s Degree,Medical,Very High Satisfaction,Male,44,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Single,2154,6842,0,Yes,11,Excellent Performance,High Satisfaction,0,5,2,Good Balance,4,2,0,2
44,No,Travel_Rarely,1199,Research & Development,4,College Graduate,Life Sciences,High Satisfaction,Male,92,Very High Involvement,Executive Level,Manager,Low Satisfaction,Divorced,19190,17477,1,No,14,Excellent Performance,Very High Satisfaction,2,26,4,Good Balance,25,9,14,13
34,No,Travel_Frequently,648,Human Resources,11,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,56,Moderate Involvement,Junior Level,Human Resources,Moderate Satisfaction,Married,4490,21833,4,No,11,Excellent Performance,Very High Satisfaction,2,14,5,Excellent Balance,10,9,1,8
35,No,Travel_Rarely,735,Research & Development,6,High School or Below,Life Sciences,High Satisfaction,Male,66,High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,3506,6020,0,Yes,14,Excellent Performance,Very High Satisfaction,0,4,3,Better Balance,3,2,2,2
42,No,Travel_Rarely,603,Research & Development,7,Master’s Degree,Medical,Moderate Satisfaction,Female,78,Very High Involvement,Junior Level,Research Scientist,Moderate Satisfaction,Married,2372,5628,6,Yes,16,Excellent Performance,Very High Satisfaction,0,18,2,Better Balance,1,0,0,0
43,No,Travel_Rarely,531,Sales,4,Master’s Degree,Marketing,Very High Satisfaction,Female,56,Moderate Involvement,Mid Level,Sales Executive,Very High Satisfaction,Single,10231,20364,3,No,14,Excellent Performance,Very High Satisfaction,0,23,3,Excellent Balance,21,7,15,17
36,No,Travel_Rarely,429,Research & Development,2,Master’s Degree,Life Sciences,High Satisfaction,Female,53,High Involvement,Junior Level,Manufacturing Director,Moderate Satisfaction,Single,5410,2323,9,Yes,11,Excellent Performance,Very High Satisfaction,0,18,2,Better Balance,16,14,5,12
44,Yes,Travel_Rarely,621,Research & Development,15,Bachelor’s Degree,Medical,Low Satisfaction,Female,73,High Involvement,Mid Level,Healthcare Representative,Very High Satisfaction,Married,7978,14075,1,No,11,Excellent Performance,Very High Satisfaction,1,10,2,Better Balance,10,7,0,5
28,No,Travel_Frequently,193,Research & Development,2,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,52,Moderate Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,3867,14222,1,Yes,12,Excellent Performance,Moderate Satisfaction,1,2,2,Better Balance,2,2,2,2
51,No,Travel_Frequently,968,Research & Development,6,College Graduate,Medical,Moderate Satisfaction,Female,40,Moderate Involvement,Entry Level,Laboratory Technician,High Satisfaction,Single,2838,4257,0,No,14,Excellent Performance,Moderate Satisfaction,0,8,6,Good Balance,7,0,7,7
30,No,Non-Travel,879,Research & Development,9,College Graduate,Medical,High Satisfaction,Female,72,High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Single,4695,12858,7,Yes,18,Excellent Performance,High Satisfaction,0,10,3,Better Balance,8,4,1,7
29,Yes,Travel_Rarely,806,Research & Development,7,Bachelor’s Degree,Technical Degree,Moderate Satisfaction,Female,39,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Divorced,3339,17285,3,Yes,13,Excellent Performance,Low Satisfaction,2,10,2,Better Balance,7,7,7,7
28,No,Travel_Rarely,640,Research & Development,1,Bachelor’s Degree,Technical Degree,Very High Satisfaction,Male,84,High Involvement,Entry Level,Research Scientist,Low Satisfaction,Single,2080,4732,2,No,11,Excellent Performance,Moderate Satisfaction,0,5,2,Good Balance,3,2,1,2
25,No,Travel_Rarely,266,Research & Development,1,Bachelor’s Degree,Medical,Very High Satisfaction,Female,40,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Single,2096,18830,1,No,18,Excellent Performance,Very High Satisfaction,0,2,3,Good Balance,2,2,2,1
32,No,Travel_Rarely,604,Sales,8,Bachelor’s Degree,Medical,High Satisfaction,Male,56,Very High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Married,6209,11693,1,No,15,Excellent Performance,High Satisfaction,2,10,4,Excellent Balance,10,7,0,8
45,No,Travel_Frequently,364,Research & Development,25,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,83,High Involvement,Executive Level,Manager,Moderate Satisfaction,Single,18061,13035,3,No,22,Outstanding Performance,High Satisfaction,0,22,4,Better Balance,0,0,0,0
39,No,Travel_Rarely,412,Research & Development,13,Master’s Degree,Medical,High Satisfaction,Female,94,Moderate Involvement,Senior Level,Manager,Moderate Satisfaction,Divorced,17123,17334,6,Yes,13,Excellent Performance,Very High Satisfaction,2,21,4,Better Balance,19,9,15,2
58,No,Travel_Rarely,848,Research & Development,23,Master’s Degree,Life Sciences,Low Satisfaction,Male,88,High Involvement,Entry Level,Research Scientist,High Satisfaction,Divorced,2372,26076,1,No,12,Excellent Performance,Very High Satisfaction,2,2,3,Better Balance,2,2,2,2
